Visit_ID,Flower_ID,Visitor_Group,Hidden_Flower_Context,Hidden_Visit_Mode,Hidden_Visit_Mode_Label,Dwell_Time_s,Entry_Depth,Contact_Fit,Landing_Distance_From_Contact_Zone,Contact_Zone_Closeness,Recurrence_Score,Landing_X,Landing_Y,Capsule_Probability_Synthetic,Capsule_Outcome,Flower_Visitor
2932,82,Beetle,high_contact,deep_contact,deep contact visit,12.377,0.808,0.754,0.143,0.81,0.509,0.268,0.071,0.823,Capsule formed,Flower 82 :: Beetle
2933,5,Hoverfly,high_contact,surface_wander,surface wandering visit,11.735,0.073,0.192,0.721,0.039,0.6,0.459,-0.422,0.859,Capsule formed,Flower 5 :: Hoverfly
2934,68,Hoverfly,high_contact,deep_contact,deep contact visit,11.241,0.774,0.711,0.084,0.888,0.816,0.112,-0.023,0.799,Capsule formed,Flower 68 :: Hoverfly
2935,11,Bumblebee,brief_heavy,surface_wander,surface wandering visit,9.341,0.304,0.014,0.626,0.165,0.68,-0.322,0.202,0.135,No capsule,Flower 11 :: Bumblebee
2936,65,Ant,brief_heavy,brief_visit,brief visit,3.289,0.21,0.051,0.281,0.625,0.712,0.36,-0.192,0.131,No capsule,Flower 65 :: Ant
2937,45,Bumblebee,mixed,surface_wander,surface wandering visit,9.086,0.04,0.189,0.985,0.0,0.429,-0.039,-0.535,0.422,No capsule,Flower 45 :: Bumblebee
2938,67,Beetle,high_contact,deep_contact,deep contact visit,9.97,0.941,0.823,0.097,0.871,0.513,-0.126,0.098,0.825,Capsule formed,Flower 67 :: Beetle
2939,13,Small native bee,mixed,shallow_entry,shallow entry visit,4.229,0.499,0.604,0.205,0.727,0.436,0.043,-0.202,0.452,No capsule,Flower 13 :: Small native bee
2940,83,Hoverfly,high_contact,deep_contact,deep contact visit,12.246,0.92,0.69,0.007,0.991,0.903,-0.045,-0.052,0.818,No capsule,Flower 83 :: Hoverfly
2941,1,Bumblebee,high_contact,deep_contact,deep contact visit,12.783,0.867,0.88,0.164,0.781,0.699,0.016,0.152,0.823,Capsule formed,Flower 1 :: Bumblebee
2942,85,Small native bee,high_contact,deep_contact,deep contact visit,12.72,0.793,0.822,0.013,0.982,0.409,-0.014,0.091,0.816,Capsule formed,Flower 85 :: Small native bee
2943,45,Hoverfly,mixed,brief_visit,brief visit,2.584,0.222,0.334,0.539,0.282,0.486,0.38,0.531,0.422,No capsule,Flower 45 :: Hoverfly
2944,9,Moth,high_contact,deep_contact,deep contact visit,11.353,0.646,0.839,0.058,0.923,0.662,0.012,0.043,0.819,No capsule,Flower 9 :: Moth
2945,67,Hoverfly,high_contact,surface_wander,surface wandering visit,6.025,0.184,0.144,0.139,0.814,0.72,-0.054,-0.142,0.825,Capsule formed,Flower 67 :: Hoverfly
2946,24,Hoverfly,surface_heavy,surface_wander,surface wandering visit,6.42,0.237,0.053,0.609,0.189,0.643,0.071,-0.466,0.118,No capsule,Flower 24 :: Hoverfly
2947,88,Beetle,surface_heavy,surface_wander,surface wandering visit,8.639,0.0,0.156,0.684,0.088,0.308,-0.198,-0.637,0.146,No capsule,Flower 88 :: Beetle
2948,27,Beetle,surface_heavy,surface_wander,surface wandering visit,7.591,0.174,0.169,0.502,0.33,0.195,0.063,-0.556,0.314,No capsule,Flower 27 :: Beetle
2949,53,Moth,high_contact,deep_contact,deep contact visit,12.87,0.86,0.851,0.04,0.946,0.52,0.072,0.115,0.9,Capsule formed,Flower 53 :: Moth
2950,28,Bumblebee,surface_heavy,surface_wander,surface wandering visit,8.48,0.0,0.426,0.51,0.32,0.618,-0.34,-0.327,0.18,No capsule,Flower 28 :: Bumblebee
2951,82,Hoverfly,high_contact,deep_contact,deep contact visit,14.235,0.884,0.796,0.115,0.847,0.866,-0.042,0.117,0.823,Capsule formed,Flower 82 :: Hoverfly
2952,13,Hoverfly,mixed,shallow_entry,shallow entry visit,6.356,0.646,0.492,0.225,0.7,0.69,0.464,-0.084,0.452,No capsule,Flower 13 :: Hoverfly
2953,24,Bumblebee,surface_heavy,surface_wander,surface wandering visit,10.827,0.158,0.159,0.507,0.324,0.333,-0.191,-0.177,0.118,No capsule,Flower 24 :: Bumblebee
2954,67,Bumblebee,high_contact,deep_contact,deep contact visit,12.499,0.872,0.791,0.112,0.851,0.686,0.098,-0.008,0.825,Capsule formed,Flower 67 :: Bumblebee
2955,18,Moth,high_contact,surface_wander,surface wandering visit,9.009,0.231,0.097,0.497,0.337,0.402,0.368,-0.547,0.783,No capsule,Flower 18 :: Moth
2956,17,Hoverfly,high_contact,deep_contact,deep contact visit,14.358,1.0,0.89,0.154,0.795,0.726,-0.028,-0.042,0.813,Capsule formed,Flower 17 :: Hoverfly
2957,24,Moth,surface_heavy,surface_wander,surface wandering visit,12.318,0.345,0.186,0.464,0.381,0.519,0.147,-0.072,0.118,No capsule,Flower 24 :: Moth
2958,65,Small native bee,brief_heavy,deep_contact,deep contact visit,9.241,0.836,0.846,0.105,0.86,0.63,-0.133,-0.11,0.131,No capsule,Flower 65 :: Small native bee
2959,46,Moth,brief_heavy,brief_visit,brief visit,1.482,0.089,0.085,0.644,0.141,0.371,0.679,0.447,0.1,No capsule,Flower 46 :: Moth
2960,58,Hoverfly,mixed,shallow_entry,shallow entry visit,7.182,0.535,0.298,0.299,0.601,0.536,0.352,-0.132,0.458,No capsule,Flower 58 :: Hoverfly
2961,48,Bumblebee,brief_heavy,brief_visit,brief visit,1.699,0.362,0.229,0.307,0.591,0.36,-0.822,-0.449,0.059,No capsule,Flower 48 :: Bumblebee
2962,22,Hoverfly,high_contact,deep_contact,deep contact visit,12.532,0.828,0.861,0.038,0.95,0.812,-0.108,0.072,0.741,Capsule formed,Flower 22 :: Hoverfly
2963,80,Bumblebee,mixed,shallow_entry,shallow entry visit,2.142,0.173,0.463,0.385,0.486,0.596,0.486,-0.28,0.353,No capsule,Flower 80 :: Bumblebee
2964,87,Hoverfly,mixed,shallow_entry,shallow entry visit,4.649,0.293,0.501,0.285,0.62,0.686,0.19,-0.045,0.497,Capsule formed,Flower 87 :: Hoverfly
2965,23,Small native bee,mixed,shallow_entry,shallow entry visit,4.039,0.357,0.424,0.064,0.914,0.654,0.103,-0.212,0.387,No capsule,Flower 23 :: Small native bee
2966,68,Moth,high_contact,brief_visit,brief visit,3.079,0.315,0.087,0.349,0.535,0.345,-0.68,0.037,0.799,Capsule formed,Flower 68 :: Moth
2967,16,Beetle,mixed,shallow_entry,shallow entry visit,7.396,0.284,0.656,0.185,0.753,0.334,-0.004,-0.137,0.472,No capsule,Flower 16 :: Beetle
2968,37,Moth,brief_heavy,brief_visit,brief visit,1.286,0.197,0.073,0.581,0.225,0.486,-0.002,-0.314,0.087,No capsule,Flower 37 :: Moth
2969,62,Ant,mixed,deep_contact,deep contact visit,11.481,1.0,0.774,0.057,0.924,0.679,-0.134,0.015,0.488,Capsule formed,Flower 62 :: Ant
2970,89,Hoverfly,mixed,surface_wander,surface wandering visit,10.407,0.156,0.308,0.587,0.217,0.751,-0.308,0.262,0.547,No capsule,Flower 89 :: Hoverfly
2971,74,Hoverfly,high_contact,deep_contact,deep contact visit,11.857,0.824,0.867,0.131,0.825,0.631,-0.012,0.141,0.877,Capsule formed,Flower 74 :: Hoverfly
2972,82,Small native bee,high_contact,shallow_entry,shallow entry visit,8.762,0.398,0.617,0.357,0.523,0.481,-0.35,-0.103,0.823,Capsule formed,Flower 82 :: Small native bee
2973,61,Hoverfly,mixed,shallow_entry,shallow entry visit,6.02,0.441,0.548,0.236,0.685,0.764,0.152,0.138,0.545,Capsule formed,Flower 61 :: Hoverfly
2974,9,Small native bee,high_contact,deep_contact,deep contact visit,5.351,0.821,0.844,0.026,0.965,0.519,-0.032,0.07,0.819,No capsule,Flower 9 :: Small native bee
2975,23,Hoverfly,mixed,brief_visit,brief visit,2.747,0.161,0.16,0.127,0.831,0.659,-0.135,-0.303,0.387,No capsule,Flower 23 :: Hoverfly
2976,32,Bumblebee,brief_heavy,brief_visit,brief visit,1.638,0.259,0.144,0.351,0.532,0.484,0.484,0.054,0.059,No capsule,Flower 32 :: Bumblebee
2977,80,Bumblebee,mixed,brief_visit,brief visit,0.3,0.211,0.203,0.255,0.66,0.579,0.181,-0.523,0.353,No capsule,Flower 80 :: Bumblebee
2978,84,Small native bee,high_contact,deep_contact,deep contact visit,12.02,0.897,1.0,0.124,0.835,0.705,0.037,0.251,0.817,Capsule formed,Flower 84 :: Small native bee
2979,49,Small native bee,surface_heavy,brief_visit,brief visit,2.395,0.0,0.16,0.38,0.493,0.589,0.154,-0.731,0.105,No capsule,Flower 49 :: Small native bee
2980,58,Small native bee,mixed,shallow_entry,shallow entry visit,6.374,0.346,0.439,0.154,0.795,0.765,0.203,0.122,0.458,No capsule,Flower 58 :: Small native bee
2981,89,Beetle,mixed,deep_contact,deep contact visit,11.412,0.943,0.862,0.049,0.935,0.637,-0.064,-0.076,0.547,No capsule,Flower 89 :: Beetle
2982,57,Small native bee,mixed,shallow_entry,shallow entry visit,8.971,0.255,0.415,0.433,0.422,0.628,0.068,0.41,0.423,No capsule,Flower 57 :: Small native bee
2983,87,Hoverfly,mixed,shallow_entry,shallow entry visit,8.669,0.538,0.592,0.171,0.772,0.843,0.131,-0.154,0.497,Capsule formed,Flower 87 :: Hoverfly
2984,71,Bumblebee,high_contact,deep_contact,deep contact visit,12.601,0.778,0.789,0.087,0.883,0.592,-0.044,0.058,0.782,No capsule,Flower 71 :: Bumblebee
2985,85,Hoverfly,high_contact,deep_contact,deep contact visit,6.613,0.705,0.859,0.058,0.923,0.701,0.196,0.155,0.816,Capsule formed,Flower 85 :: Hoverfly
2986,10,Bumblebee,mixed,shallow_entry,shallow entry visit,3.443,0.544,0.531,0.052,0.93,0.643,0.161,-0.078,0.418,No capsule,Flower 10 :: Bumblebee
2987,8,Small native bee,high_contact,deep_contact,deep contact visit,11.332,0.813,0.817,0.039,0.948,0.681,0.197,0.22,0.701,Capsule formed,Flower 8 :: Small native bee
2988,64,Hoverfly,surface_heavy,shallow_entry,shallow entry visit,2.344,0.548,0.631,0.331,0.559,0.689,0.343,0.116,0.138,No capsule,Flower 64 :: Hoverfly
2989,31,Beetle,high_contact,shallow_entry,shallow entry visit,8.894,0.483,0.543,0.274,0.635,0.411,0.352,-0.141,0.81,Capsule formed,Flower 31 :: Beetle
2990,8,Small native bee,high_contact,deep_contact,deep contact visit,8.419,0.898,0.849,0.137,0.817,0.47,0.097,0.2,0.701,Capsule formed,Flower 8 :: Small native bee
2991,73,Bumblebee,mixed,deep_contact,deep contact visit,14.47,0.882,0.902,0.181,0.758,0.761,-0.052,0.194,0.509,Capsule formed,Flower 73 :: Bumblebee
2992,2,Bumblebee,surface_heavy,shallow_entry,shallow entry visit,7.444,0.63,0.423,0.46,0.386,0.636,0.352,0.016,0.136,Capsule formed,Flower 2 :: Bumblebee
2993,62,Bumblebee,mixed,brief_visit,brief visit,1.409,0.054,0.261,0.751,0.0,0.605,-0.354,-0.082,0.488,Capsule formed,Flower 62 :: Bumblebee
2994,24,Hoverfly,surface_heavy,shallow_entry,shallow entry visit,6.61,0.347,0.458,0.075,0.901,0.888,0.03,0.137,0.118,No capsule,Flower 24 :: Hoverfly
2995,37,Ant,brief_heavy,surface_wander,surface wandering visit,6.099,0.094,0.203,0.805,0.0,0.622,-0.481,-0.175,0.087,No capsule,Flower 37 :: Ant
2996,23,Hoverfly,mixed,brief_visit,brief visit,2.473,0.108,0.132,0.636,0.152,0.716,0.46,0.437,0.387,No capsule,Flower 23 :: Hoverfly
2997,48,Beetle,brief_heavy,brief_visit,brief visit,1.001,0.101,0.136,0.355,0.526,0.267,-0.005,0.801,0.059,No capsule,Flower 48 :: Beetle
2998,88,Moth,surface_heavy,surface_wander,surface wandering visit,6.905,0.0,0.276,0.335,0.553,0.479,0.285,-0.572,0.146,No capsule,Flower 88 :: Moth
2999,8,Beetle,high_contact,deep_contact,deep contact visit,9.27,0.854,0.888,0.003,0.996,0.483,0.094,0.17,0.701,Capsule formed,Flower 8 :: Beetle
3000,73,Beetle,mixed,shallow_entry,shallow entry visit,7.234,0.527,0.435,0.26,0.654,0.427,-0.037,0.18,0.509,Capsule formed,Flower 73 :: Beetle
3001,8,Bumblebee,high_contact,deep_contact,deep contact visit,12.786,0.893,0.964,0.094,0.874,0.643,0.007,0.051,0.701,Capsule formed,Flower 8 :: Bumblebee
3002,54,Hoverfly,surface_heavy,surface_wander,surface wandering visit,12.057,0.176,0.095,0.522,0.304,0.372,-0.237,0.278,0.1,No capsule,Flower 54 :: Hoverfly
3003,29,Hoverfly,surface_heavy,shallow_entry,shallow entry visit,7.358,0.625,0.478,0.129,0.829,0.718,0.422,-0.076,0.141,No capsule,Flower 29 :: Hoverfly
3004,69,Hoverfly,surface_heavy,surface_wander,surface wandering visit,10.495,0.237,0.001,0.354,0.528,0.524,-0.003,-0.418,0.167,Capsule formed,Flower 69 :: Hoverfly
3005,84,Bumblebee,high_contact,shallow_entry,shallow entry visit,6.593,0.453,0.418,0.306,0.592,0.642,0.062,-0.098,0.817,Capsule formed,Flower 84 :: Bumblebee
3006,19,Small native bee,high_contact,shallow_entry,shallow entry visit,4.467,0.517,0.652,0.233,0.69,0.493,0.023,-0.023,0.866,Capsule formed,Flower 19 :: Small native bee
3007,12,Small native bee,high_contact,deep_contact,deep contact visit,15.905,0.824,0.817,0.136,0.819,0.708,0.147,0.254,0.726,No capsule,Flower 12 :: Small native bee
3008,32,Small native bee,brief_heavy,brief_visit,brief visit,1.197,0.201,0.066,0.071,0.905,0.508,0.28,-0.169,0.059,No capsule,Flower 32 :: Small native bee
3009,78,Hoverfly,brief_heavy,brief_visit,brief visit,3.53,0.441,0.219,0.319,0.575,0.667,0.566,-0.402,0.058,No capsule,Flower 78 :: Hoverfly
3010,29,Small native bee,surface_heavy,surface_wander,surface wandering visit,5.981,0.041,0.172,0.802,0.0,0.396,0.248,-0.366,0.141,No capsule,Flower 29 :: Small native bee
3011,60,Small native bee,mixed,brief_visit,brief visit,2.041,0.195,0.288,0.441,0.412,0.444,-0.408,0.379,0.481,No capsule,Flower 60 :: Small native bee
3012,54,Hoverfly,surface_heavy,surface_wander,surface wandering visit,13.135,0.183,0.186,0.579,0.228,0.585,-0.323,-0.302,0.1,No capsule,Flower 54 :: Hoverfly
3013,6,Small native bee,high_contact,deep_contact,deep contact visit,11.556,0.811,0.949,0.091,0.878,0.63,0.023,0.212,0.791,Capsule formed,Flower 6 :: Small native bee
3014,5,Hoverfly,high_contact,deep_contact,deep contact visit,11.307,0.927,0.877,0.139,0.815,0.877,-0.065,0.086,0.859,Capsule formed,Flower 5 :: Hoverfly
3015,61,Hoverfly,mixed,surface_wander,surface wandering visit,8.262,0.299,0.134,0.326,0.565,0.607,0.127,-0.515,0.545,Capsule formed,Flower 61 :: Hoverfly
3016,45,Hoverfly,mixed,surface_wander,surface wandering visit,4.381,0.209,0.167,0.449,0.401,0.52,-0.16,-0.419,0.422,No capsule,Flower 45 :: Hoverfly
3017,69,Ant,surface_heavy,surface_wander,surface wandering visit,10.336,0.175,0.095,0.659,0.121,0.649,-0.273,-0.283,0.167,Capsule formed,Flower 69 :: Ant
3018,34,Hoverfly,mixed,deep_contact,deep contact visit,13.997,0.813,0.848,0.068,0.909,0.8,0.101,0.062,0.44,Capsule formed,Flower 34 :: Hoverfly
3019,34,Bumblebee,mixed,shallow_entry,shallow entry visit,8.18,0.485,0.434,0.432,0.424,0.46,0.177,-0.149,0.44,Capsule formed,Flower 34 :: Bumblebee
3020,11,Bumblebee,brief_heavy,deep_contact,deep contact visit,8.33,0.871,0.855,0.073,0.902,0.761,0.061,0.056,0.135,No capsule,Flower 11 :: Bumblebee
3021,48,Moth,brief_heavy,brief_visit,brief visit,1.589,0.205,0.061,0.347,0.537,0.33,1.05,-0.329,0.059,No capsule,Flower 48 :: Moth
3022,82,Small native bee,high_contact,shallow_entry,shallow entry visit,4.08,0.53,0.188,0.257,0.658,0.375,0.012,-0.072,0.823,Capsule formed,Flower 82 :: Small native bee
3023,83,Small native bee,high_contact,deep_contact,deep contact visit,16.366,0.867,0.8,0.094,0.875,0.612,0.1,0.106,0.818,No capsule,Flower 83 :: Small native bee
3024,68,Beetle,high_contact,deep_contact,deep contact visit,14.94,0.799,0.881,0.025,0.967,0.476,0.056,0.023,0.799,Capsule formed,Flower 68 :: Beetle
3025,57,Small native bee,mixed,shallow_entry,shallow entry visit,8.215,0.392,0.437,0.109,0.855,0.612,0.014,0.152,0.423,No capsule,Flower 57 :: Small native bee
3026,31,Hoverfly,high_contact,brief_visit,brief visit,2.362,0.163,0.192,0.288,0.616,0.546,-0.156,-0.011,0.81,Capsule formed,Flower 31 :: Hoverfly
3027,14,Bumblebee,surface_heavy,surface_wander,surface wandering visit,12.594,0.19,0.138,0.652,0.131,0.571,-0.271,-0.285,0.151,No capsule,Flower 14 :: Bumblebee
3028,45,Hoverfly,mixed,deep_contact,deep contact visit,14.384,0.842,0.877,0.164,0.781,0.588,0.093,0.195,0.422,No capsule,Flower 45 :: Hoverfly
3029,14,Hoverfly,surface_heavy,shallow_entry,shallow entry visit,2.538,0.47,0.553,0.314,0.582,0.776,0.052,0.063,0.151,No capsule,Flower 14 :: Hoverfly
3030,16,Hoverfly,mixed,deep_contact,deep contact visit,8.566,0.886,0.686,0.11,0.853,0.837,-0.052,-0.031,0.472,No capsule,Flower 16 :: Hoverfly
3031,41,Small native bee,mixed,shallow_entry,shallow entry visit,3.699,0.433,0.454,0.294,0.608,0.461,0.128,0.145,0.451,Capsule formed,Flower 41 :: Small native bee
3032,44,Bumblebee,high_contact,deep_contact,deep contact visit,12.152,0.773,0.801,0.1,0.867,0.585,-0.008,0.122,0.778,Capsule formed,Flower 44 :: Bumblebee
3033,81,Hoverfly,high_contact,deep_contact,deep contact visit,12.008,0.835,0.863,0.098,0.87,0.797,0.145,0.192,0.856,Capsule formed,Flower 81 :: Hoverfly
3034,89,Bumblebee,mixed,shallow_entry,shallow entry visit,3.958,0.358,0.513,0.366,0.513,0.688,-0.02,-0.139,0.547,No capsule,Flower 89 :: Bumblebee
3035,58,Beetle,mixed,shallow_entry,shallow entry visit,6.428,0.332,0.266,0.194,0.741,0.442,-0.064,0.26,0.458,No capsule,Flower 58 :: Beetle
3036,40,Hoverfly,high_contact,shallow_entry,shallow entry visit,8.619,0.367,0.434,0.116,0.846,0.73,0.305,0.02,0.832,Capsule formed,Flower 40 :: Hoverfly
3037,8,Bumblebee,high_contact,brief_visit,brief visit,2.242,0.034,0.096,0.152,0.797,0.562,-0.022,0.354,0.701,Capsule formed,Flower 8 :: Bumblebee
3038,82,Ant,high_contact,deep_contact,deep contact visit,5.616,0.843,0.875,0.089,0.881,0.77,0.03,0.125,0.823,Capsule formed,Flower 82 :: Ant
3039,9,Moth,high_contact,surface_wander,surface wandering visit,5.434,0.094,0.316,0.845,0.0,0.517,0.508,0.067,0.819,No capsule,Flower 9 :: Moth
3040,44,Ant,high_contact,deep_contact,deep contact visit,13.212,0.739,0.907,0.005,0.994,0.633,-0.095,0.103,0.778,Capsule formed,Flower 44 :: Ant
3041,44,Bumblebee,high_contact,deep_contact,deep contact visit,13.422,0.853,0.908,0.098,0.869,0.788,-0.075,-0.14,0.778,Capsule formed,Flower 44 :: Bumblebee
3042,48,Small native bee,brief_heavy,surface_wander,surface wandering visit,6.63,0.067,0.47,0.577,0.231,0.455,-0.453,-0.214,0.059,No capsule,Flower 48 :: Small native bee
3043,59,Hoverfly,brief_heavy,brief_visit,brief visit,1.209,0.185,0.015,0.623,0.169,0.625,-0.622,0.12,0.039,No capsule,Flower 59 :: Hoverfly
3044,68,Hoverfly,high_contact,deep_contact,deep contact visit,11.345,0.755,0.871,0.05,0.933,0.688,0.067,0.219,0.799,Capsule formed,Flower 68 :: Hoverfly
3045,81,Small native bee,high_contact,deep_contact,deep contact visit,10.717,0.934,0.867,0.03,0.96,0.736,0.106,0.134,0.856,Capsule formed,Flower 81 :: Small native bee
3046,19,Small native bee,high_contact,deep_contact,deep contact visit,12.597,0.856,0.923,0.098,0.87,0.736,0.035,0.087,0.866,Capsule formed,Flower 19 :: Small native bee
3047,77,Small native bee,high_contact,deep_contact,deep contact visit,11.808,0.887,0.925,0.141,0.812,0.635,0.005,0.027,0.869,Capsule formed,Flower 77 :: Small native bee
3048,39,Ant,brief_heavy,surface_wander,surface wandering visit,15.124,0.025,0.216,0.644,0.141,0.631,-0.5,-0.05,0.073,No capsule,Flower 39 :: Ant
3049,58,Beetle,mixed,shallow_entry,shallow entry visit,3.13,0.534,0.506,0.164,0.782,0.346,-0.004,-0.316,0.458,No capsule,Flower 58 :: Beetle
3050,20,Bumblebee,high_contact,deep_contact,deep contact visit,11.741,0.849,0.877,0.016,0.979,0.739,-0.086,0.141,0.693,No capsule,Flower 20 :: Bumblebee
3051,68,Ant,high_contact,deep_contact,deep contact visit,11.694,0.848,0.798,0.101,0.865,0.754,0.125,0.097,0.799,Capsule formed,Flower 68 :: Ant
3052,65,Moth,brief_heavy,brief_visit,brief visit,2.142,0.259,0.089,0.476,0.365,0.379,0.259,0.232,0.131,No capsule,Flower 65 :: Moth
3053,80,Ant,mixed,surface_wander,surface wandering visit,6.672,0.115,0.203,0.494,0.341,0.458,-0.425,-0.502,0.353,No capsule,Flower 80 :: Ant
3054,68,Beetle,high_contact,shallow_entry,shallow entry visit,6.368,0.491,0.282,0.246,0.672,0.407,-0.015,-0.104,0.799,Capsule formed,Flower 68 :: Beetle
3055,62,Bumblebee,mixed,shallow_entry,shallow entry visit,6.211,0.486,0.343,0.194,0.741,0.664,-0.363,-0.02,0.488,Capsule formed,Flower 62 :: Bumblebee
3056,48,Bumblebee,brief_heavy,brief_visit,brief visit,2.308,0.036,0.202,0.64,0.146,0.419,-0.255,-0.071,0.059,No capsule,Flower 48 :: Bumblebee
3057,89,Small native bee,mixed,shallow_entry,shallow entry visit,4.503,0.423,0.556,0.282,0.624,0.524,0.094,-0.164,0.547,No capsule,Flower 89 :: Small native bee
3058,87,Hoverfly,mixed,brief_visit,brief visit,0.556,0.238,0.229,0.153,0.795,0.603,-0.208,0.604,0.497,Capsule formed,Flower 87 :: Hoverfly
3059,32,Small native bee,brief_heavy,brief_visit,brief visit,2.48,0.234,0.26,0.187,0.751,0.587,-0.263,0.144,0.059,No capsule,Flower 32 :: Small native bee
3060,61,Bumblebee,mixed,shallow_entry,shallow entry visit,5.135,0.437,0.407,0.143,0.809,0.812,0.388,-0.052,0.545,Capsule formed,Flower 61 :: Bumblebee
3061,87,Moth,mixed,deep_contact,deep contact visit,11.154,0.833,0.74,0.133,0.823,0.639,0.132,0.143,0.497,Capsule formed,Flower 87 :: Moth
3062,38,Ant,mixed,surface_wander,surface wandering visit,6.421,0.207,0.124,0.668,0.109,0.729,-0.561,-0.355,0.453,No capsule,Flower 38 :: Ant
3063,68,Moth,high_contact,deep_contact,deep contact visit,14.974,0.894,0.72,0.051,0.932,0.6,-0.016,0.21,0.799,Capsule formed,Flower 68 :: Moth
3064,32,Hoverfly,brief_heavy,brief_visit,brief visit,1.629,0.138,0.283,0.192,0.744,0.749,0.5,0.215,0.059,No capsule,Flower 32 :: Hoverfly
3065,76,Small native bee,mixed,shallow_entry,shallow entry visit,5.259,0.534,0.399,0.067,0.91,0.533,0.072,-0.046,0.379,Capsule formed,Flower 76 :: Small native bee
3066,58,Moth,mixed,shallow_entry,shallow entry visit,5.15,0.382,0.283,0.298,0.603,0.598,0.348,-0.128,0.458,No capsule,Flower 58 :: Moth
3067,45,Hoverfly,mixed,shallow_entry,shallow entry visit,3.249,0.291,0.463,0.242,0.678,0.657,-0.053,-0.216,0.422,No capsule,Flower 45 :: Hoverfly
3068,68,Bumblebee,high_contact,brief_visit,brief visit,3.299,0.249,0.121,0.273,0.636,0.651,-0.089,0.068,0.799,Capsule formed,Flower 68 :: Bumblebee
3069,33,Bumblebee,mixed,deep_contact,deep contact visit,9.434,0.876,0.882,0.036,0.952,0.764,0.158,0.278,0.588,No capsule,Flower 33 :: Bumblebee
3070,40,Bumblebee,high_contact,deep_contact,deep contact visit,13.358,0.821,0.875,0.063,0.915,0.689,0.112,0.205,0.832,Capsule formed,Flower 40 :: Bumblebee
3071,33,Hoverfly,mixed,deep_contact,deep contact visit,15.66,0.91,0.72,0.086,0.885,0.777,-0.048,0.173,0.588,No capsule,Flower 33 :: Hoverfly
